Producto,Marca,Modelo,Calificación,Fecha,Texto,texto_limpio,sentimiento,tokens,dominant_topic,sentimiento_vader,category,vector
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,Excelente calidad,excelente calidad,1,"['excelente', 'calidad']",2,0,Camara,"6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 7 meses,Está hermoso,hermoso,0,['hermoso'],1,0,Bateria,"81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 9 meses,Exelente,exelente,1,['exelente'],1,0,Bateria,"93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,3 de 5 estrellas.,hace un año,Buena,buen,0,['buen'],2,0,Camara,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Excelente caja en buenas condiciones, es un Apple siempre nos da calidad, envío rápido y el obsequio fue bueno todo satisfecho",excelente cajar buena condición apple siempre calidad envío rápido obsequio bueno satisfecho,1,"['excelente', 'cajar', 'buena', 'condición', 'apple', 'siempre', 'calidad', 'envío', 'rápido', 'obsequio', 'bueno', 'satisfecho']",0,0,Rendimiento,"6,432,68,49,55,112,2,126,10,789,17,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"El equipo celular me lo entregaron súper rápido al día siguiente de hacer la compra por la web de Falabella, el equipo se me entregó en una caja totalmente sellado y nuevo y con un case de regalo tal cual la foto, excelente la calidad del iPhone como nos tiene acostumbrado Apple",equipo celular entregar súper rápido día siguiente hacer compra web falabella equipo entregar caja totalmente sellado nuevo case regalo tal foto excelente calidad iphone acostumbrado apple,0,"['equipo', 'celular', 'entregar', 'súper', 'rápido', 'día', 'siguiente', 'hacer', 'compra', 'web', 'falabella', 'equipo', 'entregar', 'caja', 'totalmente', 'sellado', 'nuevo', 'case', 'regalo', 'tal', 'foto', 'excelente', 'calidad', 'iphone', 'acostumbrado', 'apple']",0,0,Rendimiento,"8,14,46,57,10,28,307,48,22,129,78,8,46,238,89,59,60,193,101,11,4,6,2,35,354,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Producto en buen estado, excelente calidad, llegó muy rápido",producto buen excelente calidad llegar rápido,1,"['producto', 'buen', 'excelente', 'calidad', 'llegar', 'rápido']",0,0,Rendimiento,"3,1,6,2,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Definitivamente cumple mis expectativas es un  producto original, las características fueron tal cual me mencionaron, el producto me llego en 2 días y bien protegido para que no se dañe en la entrega,  estoy conforme con mi compra, lo recomiendo!",definitivamente cumplir expectativa producto original característica tal mencionar producto llego día bien protegido dañe entrega conforme compra recomeir,0,"['definitivamente', 'cumplir', 'expectativa', 'producto', 'original', 'característica', 'tal', 'mencionar', 'producto', 'llego', 'día', 'bien', 'protegido', 'dañe', 'entrega', 'conforme', 'compra', 'recomeir']",0,1,Rendimiento,"345,19,36,3,87,53,11,396,3,15,28,12,427,1307,29,63,22,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,"Última tecnología, me encanta",último tecnología encanto,0,"['último', 'tecnología', 'encanto']",1,0,Bateria,"460,376,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"El tamaño es tal cual como lo esperaba, el color es idéntico al de la foto, me lo entregaron muy bien empaquetado, el equipo está totalmente nuevo y en correcto funcionamiento, la calidad es excelente",tamaño tal esperar color idéntico foto entregar bien empaquetar equipo totalmente nuevo correcto funcionamiento calidad excelente,1,"['tamaño', 'tal', 'esperar', 'color', 'idéntico', 'foto', 'entregar', 'bien', 'empaquetar', 'equipo', 'totalmente', 'nuevo', 'correcto', 'funcionamiento', 'calidad', 'excelente']",0,0,Rendimiento,"7,11,42,13,123,4,46,12,655,8,89,60,98,163,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 11 meses,"cumple con las expectativas, la compra fue rápida y llegó en la fecha prometida, pero no me gustó que lo dejaran en la recepción de mi edificio sin pedir el DNI sabiendo que es un producto delicado",cumplir expectativa compra rápido llegar fecha prometido gustar dejar recepción edificio pedir dni saber producto delicado,0,"['cumplir', 'expectativa', 'compra', 'rápido', 'llegar', 'fecha', 'prometido', 'gustar', 'dejar', 'recepción', 'edificio', 'pedir', 'dni', 'saber', 'producto', 'delicado']",0,-1,Rendimiento,"19,36,22,10,21,102,743,72,252,952,1306,161,994,405,3,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"La calidad del producto es buena, la oferta del precio no me hizo pensar dos veces, sobre todo porque he realizado mis compras en Falabella.com y no he tenido inconvenientes con el producto",calidad producto buen oferta precio hacer pensar dos vez realizado compra falabellacom inconveniente producto,0,"['calidad', 'producto', 'buen', 'oferta', 'precio', 'hacer', 'pensar', 'dos', 'vez', 'realizado', 'compra', 'falabellacom', 'inconveniente', 'producto']",1,-1,Bateria,"2,3,1,171,24,48,301,257,199,735,22,1321,145,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Bueno, el iPhone es original, sellado y nuevo, me encantó, si compran con case pues revisen bien si el envío llega el mismo día o es para recoger, estoy feliz con mi compra",bueno iphone original sellado nuevo encantar comprar case pues revisen bien envío llegar mismo día recoger feliz compra,0,"['bueno', 'iphone', 'original', 'sellado', 'nuevo', 'encantar', 'comprar', 'case', 'pues', 'revisen', 'bien', 'envío', 'llegar', 'mismo', 'día', 'recoger', 'feliz', 'compra']",0,1,Rendimiento,"17,35,87,59,60,44,64,193,530,1305,12,126,21,95,28,340,107,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Muy elegante, y precisa para el tamaño de mis manos, muy buena mejora de cámara comparada a mi iPhone anterior, y con las funcionalidades que siempre me han gustado",elegante preciso tamaño mano buen mejora cámaro comparado iphone anterior funcionalidad siempre gustado,1,"['elegante', 'preciso', 'tamaño', 'mano', 'buen', 'mejora', 'cámaro', 'comparado', 'iphone', 'anterior', 'funcionalidad', 'siempre', 'gustado']",1,0,Bateria,"106,788,7,235,1,398,76,434,35,245,355,112,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"El tamaño es tal cual quería idéntico al que muestran en la web, el móvil es de excelente calidad me encuentro satisfecho con todas las características del equipo.",tamaño tal querer idéntico mostrar web móvil excelente calidad encuentro satisfecho todo característica equipo,1,"['tamaño', 'tal', 'querer', 'idéntico', 'mostrar', 'web', 'móvil', 'excelente', 'calidad', 'encuentro', 'satisfecho', 'característica', 'equipo']",2,0,Camara,"7,11,90,123,146,129,289,6,2,459,84,53,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,2 de 5 estrellas.,hace 11 meses,"Mala, No tiene cargador completo",malo cargador completo,-1,"['malo', 'cargador', 'completo']",1,-1,Bateria,"5,54,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,4 de 5 estrellas.,hace un año,"La entrega rápida, el equipo genial, me perdi la promo del case adicional gratis por qué no aceptaba mi compra incluyendo el case con las cuotas sin intereses",entrega rápido equipo genial perdi promo case adicional gratis aceptar compra incluir case cuota interés,1,"['entrega', 'rápido', 'equipo', 'genial', 'perdi', 'promo', 'case', 'adicional', 'gratis', 'aceptar', 'compra', 'incluir', 'case', 'cuota', 'interés']",0,-1,Rendimiento,"29,10,8,50,803,795,193,514,822,821,22,492,193,269,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 3 años,Buen día. Viene con cargador?,buen día venir cargador,1,"['buen', 'día', 'venir', 'cargador']",1,0,Bateria,"1,28,26,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 8 meses,"Es igual a la fotografía, me llego muy bien empaquetado y seguro, ademas llego a tiempo como lo señalan en la pagina, hasta ahora ninguna falla, genial.",igual fotografía llego bien empaquetado seguro adema llego tiempo señalar pagina ahora ninguno falla genial,1,"['igual', 'fotografía', 'llego', 'bien', 'empaquetado', 'seguro', 'adema', 'llego', 'tiempo', 'señalar', 'pagina', 'ahora', 'ninguno', 'falla', 'genial']",0,1,Rendimiento,"9,141,15,12,225,142,439,15,40,657,447,62,105,216,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Es el color que pedí, todo igual a la referencia que da la página, me llegó ese mismo día y el courier estuvo en contacto conmigo en todo momento.",color pedir igual referencia págín llegar mismo día courier contacto conmigo momento,0,"['color', 'pedir', 'igual', 'referencia', 'págín', 'llegar', 'mismo', 'día', 'courier', 'contacto', 'conmigo', 'momento']",0,0,Rendimiento,"13,161,9,452,194,21,95,28,1322,226,660,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,4 de 5 estrellas.,hace un año,"Tiene buen acabado; la pantalla es super sensible al tacto; buen audio, aun lo estoy probando pero hasta ahora estoy contenta con el equipo.",buen acabado pantalla super sensible tacto buen audio aun probar ahora contentar equipo,1,"['buen', 'acabado', 'pantalla', 'super', 'sensible', 'tacto', 'buen', 'audio', 'aun', 'probar', 'ahora', 'contentar', 'equipo']",1,1,Bateria,"1,374,38,73,818,615,1,317,178,476,62,128,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Me llegó en una caja sellada , todo sellado , muy bonito el celular , confío en que es producto nuevo porque viene su garantía de 1 año :)",llegar caja sellado sellado bonito celular confiar producto nuevo venir garantía año,0,"['llegar', 'caja', 'sellado', 'sellado', 'bonito', 'celular', 'confiar', 'producto', 'nuevo', 'venir', 'garantía', 'año']",0,1,Rendimiento,"21,238,59,59,39,14,1331,3,60,26,191,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,3 de 5 estrellas.,hace 6 meses,"Me lo imaginaba mas delgado,  el zoom de las fotos es malo, y tengo que ver tutoriales cada cierto tiempo para entender mejor el celular",imaginar mas delgado zoom foto malo ver tutorial cada cierto tiempo entender mejor celular,0,"['imaginar', 'mas', 'delgado', 'zoom', 'foto', 'malo', 'ver', 'tutorial', 'cada', 'cierto', 'tiempo', 'entender', 'mejor', 'celular']",1,0,Bateria,"817,100,557,963,4,5,170,1330,254,677,40,1017,32,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 meses,"Si estoy muy contento con el producto, tal como estaba en las especificaciones, muy bueno lo recomiendo y es de garantía por la marca",contento producto tal especificación bueno recomeir garantía marca,1,"['contento', 'producto', 'tal', 'especificación', 'bueno', 'recomeir', 'garantía', 'marca']",0,0,Rendimiento,"134,3,11,111,17,45,191,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 8 meses,"El iPhone está perfecto, todo excelente. La entrega fue rápida y sin ningún inconveniente. 100% recomendado comprar por este medio.",iphonar perfecto excelente entrega rápido ninguno inconveniente recomendado comprar medio,1,"['iphonar', 'perfecto', 'excelente', 'entrega', 'rápido', 'ninguno', 'inconveniente', 'recomendado', 'comprar', 'medio']",0,-1,Rendimiento,"34,16,6,29,10,105,145,79,64,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Si, el tamaño es el de la descripción es idéntico a la foto es de buena calidad toma fotos lindas y me encantaaaaaa??????????????",tamaño descripción idéntico foto buen calidad tomar foto lindo encantaaaaaa,1,"['tamaño', 'descripción', 'idéntico', 'foto', 'buen', 'calidad', 'tomar', 'foto', 'lindo', 'encantaaaaaa']",2,0,Camara,"7,30,123,4,1,2,113,4,99,816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,4 de 5 estrellas.,hace un año,"Muy buena, el celular es excelente y se adecua a lo que necesito, es igual a la foto y tiene las mismas características descritas",buen celular excelente adecua necesitar igual foto mismo característica descrito,1,"['buen', 'celular', 'excelente', 'adecua', 'necesitar', 'igual', 'foto', 'mismo', 'característica', 'descrito']",2,0,Camara,"1,14,6,1329,144,9,4,95,53,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Mi experiencia con el iPhone 11 es muy buena, el producto llegó en buenas condiciones y cumplió con mis expectativas al máximo.",experiencia iphonar buen producto llegar buena condición cumplir expectativa máximo,1,"['experiencia', 'iphonar', 'buen', 'producto', 'llegar', 'buena', 'condición', 'cumplir', 'expectativa', 'máximo']",0,0,Rendimiento,"82,34,1,3,21,68,49,19,36,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,3 de 5 estrellas.,hace 11 meses,"excelente asta ahora , pero demoran demasiado por entregar el pedido, aparte la atención bien seca , no son carismáticos ,",excelente asta ahora demorar demasiado entregar pedido aparte atención bien seco carismático,1,"['excelente', 'asta', 'ahora', 'demorar', 'demasiado', 'entregar', 'pedido', 'aparte', 'atención', 'bien', 'seco', 'carismático']",0,-1,Rendimiento,"6,569,62,422,157,46,188,453,196,12,814,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 10 meses,"Me esperaba menos de este celular, pero estoy satisfecho. La  información en la página está bien detallada para su compra.",esperar menos celular satisfecho información págín bien detallado compra,0,"['esperar', 'menos', 'celular', 'satisfecho', 'información', 'págín', 'bien', 'detallado', 'compra']",0,0,Rendimiento,"42,208,14,84,316,194,12,646,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Sigo manteniendo intacto el buen  concepto que tengo sobre Apple  . Considero que tome una buena decisión al comprarlo,seguir mantener intacto buen concepto apple considero tomar buen decisión comprar él,1,"['seguir', 'mantener', 'intacto', 'buen', 'concepto', 'apple', 'considero', 'tomar', 'buen', 'decisión', 'comprar']",2,0,Camara,"148,575,813,1,812,55,591,113,1,670,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Producto de buena calidad, tal cual la descripción. Con sello de seguridad, muy importante. Satisfecha con mi compra.",producto buen calidad tal descripción sello seguridad importante satisfecho compra,1,"['producto', 'buen', 'calidad', 'tal', 'descripción', 'sello', 'seguridad', 'importante', 'satisfecho', 'compra']",2,0,Camara,"3,1,2,11,30,589,202,271,84,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"El producto   es totalmente nuevo y original , 100 % recomendado comprar online y recoger en tienda(atencion rapida)",producto totalmente nuevo original recomendado comprar online recoger tiendaatencion rapido,1,"['producto', 'totalmente', 'nuevo', 'original', 'recomendado', 'comprar', 'online', 'recoger', 'tiendaatencion', 'rapido']",0,1,Rendimiento,"3,89,60,87,79,64,433,340,810,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,La verdad que es muy bueno los iPhone y ami me.encanto lo que yo elegi ni muy grande ni muy pequeño esta 10 de 10,verdad bueno iphonar ami meencanto elegi grande pequeño,1,"['verdad', 'bueno', 'iphonar', 'ami', 'meencanto', 'elegi', 'grande', 'pequeño']",1,0,Bateria,"143,17,34,672,809,808,117,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Fue satisfactoria, es el mismo producto el cual lo presentan en imágenes, su funcionamiento está Perfecto",satisfactorio mismo producto presentar imagen funcionamiento perfecto,1,"['satisfactorio', 'mismo', 'producto', 'presentar', 'imagen', 'funcionamiento', 'perfecto']",2,1,Camara,"807,95,3,323,31,163,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Es idéntico a la foto referencial y no tengo ninguna observación o queja al respecto, estoy muy conforme",idéntico foto referencial ninguno observación quejar respecto conforme,0,"['idéntico', 'foto', 'referencial', 'ninguno', 'observación', 'quejar', 'respecto', 'conforme']",2,-1,Camara,"123,4,338,105,551,1328,276,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"El producto vino tal cual cómo está en la foto, todo bien, no tuve ningún inconveniente Todo excelente",producto venir tal cómo foto bien ninguno inconveniente excelente,1,"['producto', 'venir', 'tal', 'cómo', 'foto', 'bien', 'ninguno', 'inconveniente', 'excelente']",2,-1,Camara,"3,26,11,209,4,12,105,145,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 11 meses,(1) Buena calidad de imagen de las fotografías(2) El tamaño es el mismo de la descripción Buen equipo,buen calidad imagen fotografía tamaño mismo descripción buen equipo,1,"['buen', 'calidad', 'imagen', 'fotografía', 'tamaño', 'mismo', 'descripción', 'buen', 'equipo']",2,0,Camara,"1,2,31,141,7,95,30,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Los productos de Apple Ninfa decepcionan, excelente producto :)Unsupported/unknown message by WhatsApp",producto apple ninfar decepcionar excelente producto unsupportedunknown message whatsapp,0,"['producto', 'apple', 'ninfar', 'decepcionar', 'excelente', 'producto', 'unsupportedunknown', 'message', 'whatsapp']",0,0,Rendimiento,"3,55,1327,243,6,3,1326,1325,884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Llegó súper bien y el que lo trajo súper amable, buen equipo y puntuales con la entrega. Valió la pena",llegar súper bien traer súper amable buen equipo puntual entrega valer pena,1,"['llegar', 'súper', 'bien', 'traer', 'súper', 'amable', 'buen', 'equipo', 'puntual', 'entrega', 'valer', 'pena']",0,0,Rendimiento,"21,57,12,198,57,410,1,8,261,29,244,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
