Producto,Marca,Modelo,Calificación,Fecha,Texto,texto_limpio,sentimiento,tokens,dominant_topic
Samsung Galaxy A14 5g 4gb 128gb Black,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,"Fue una buena experiencia, el producto llegó de acuerdo a las características que se mencionan en la descripción",buen experiencia producto llegar acuerdo característica mencionar descripción,NEU,"['buen', 'experiencia', 'producto', 'llegar', 'acuerdo', 'característica', 'mencionar', 'descripción']",2
Samsung Galaxy A14 5g 4gb 128gb Black,Desconocida,Desconocido,5 de 5 estrellas.,hace 4 meses,"El celular es muy funcional, la cámara es buena para el precio, y el tamaño bueno.",celular funcional cámara buen precio tamaño bueno,NEU,"['celular', 'funcional', 'cámara', 'buen', 'precio', 'tamaño', 'bueno']",2
Samsung Galaxy A14 5g 4gb 128gb Black,Desconocida,Desconocido,5 de 5 estrellas.,hace 3 meses,Lo compre para regalo a mi papá y quedo fascinado tal cual en la foto.,compre regalo papá quedo fascinado tal foto,POS,"['compre', 'regalo', 'papá', 'quedo', 'fascinado', 'tal', 'foto']",2
Samsung Galaxy A14 5g 4gb 128gb Black,Desconocida,Desconocido,5 de 5 estrellas.,hace 4 meses,"Muy buen producto, Rapides en la entrega sin tanto papeleo ...",buen producto rapid entrega papeleo,POS,"['buen', 'producto', 'rapid', 'entrega', 'papeleo']",0
Samsung Galaxy A14 5g 4gb 128gb Black,Desconocida,Desconocido,5 de 5 estrellas.,hace 4 meses,"Es igual a la foto, tiene las características que necesito",igual foto característico necesitar,NEU,"['igual', 'foto', 'característico', 'necesitar']",2
Samsung Galaxy A14 5g 4gb 128gb Black,Desconocida,Desconocido,5 de 5 estrellas.,hace 4 meses,"Tiene muy buena camara, buena bateria, me gusta mucho.",buen camar buen bateria gusto,POS,"['buen', 'camar', 'buen', 'bateria', 'gusto']",2
Samsung Galaxy A14 5g 4gb 128gb Black,Desconocida,Desconocido,5 de 5 estrellas.,hace 24 días,"Tiene buenas características, lo recogí el mismo día",buena característica recogí mismo día,POS,"['buena', 'característica', 'recogí', 'mismo', 'día']",2
Samsung Galaxy A14 5g 4gb 128gb Black,Desconocida,Desconocido,4 de 5 estrellas.,hace 7 días,Si,,POS,[],0
Samsung Galaxy A14 5g 4gb 128gb Black,Desconocida,Desconocido,5 de 5 estrellas.,hace 19 días,"Era lo que esperábamos, muy funcional y bueno",esperábar funcional bueno,NEU,"['esperábar', 'funcional', 'bueno']",0
Samsung Galaxy A14 5g 4gb 128gb Black,Desconocida,Desconocido,5 de 5 estrellas.,hace 4 meses,Es el producto de acuerdo a la descripción.,producto acuerdo descripción,NEU,"['producto', 'acuerdo', 'descripción']",2
Samsung Galaxy A14 5g 4gb 128gb Black,Desconocida,Desconocido,5 de 5 estrellas.,hace 4 meses,Fue lo esperado por sus características,esperado característica,POS,"['esperado', 'característica']",0
Samsung Galaxy A14 5g 4gb 128gb Black,Desconocida,Desconocido,4 de 5 estrellas.,hace 4 meses,Es muy bueno el celular. No se bloquea,bueno celular bloquear,NEU,"['bueno', 'celular', 'bloquear']",0
Samsung Galaxy A14 5g 4gb 128gb Black,Desconocida,Desconocido,5 de 5 estrellas.,hace 4 meses,Entrega rápida y muy buen producto,entrega rápido buen producto,POS,"['entrega', 'rápido', 'buen', 'producto']",0
Samsung Galaxy A14 5g 4gb 128gb Black,Desconocida,Desconocido,5 de 5 estrellas.,hace 4 meses,Lo único descondorme es la batería,único descondorme batería,NEG,"['único', 'descondorme', 'batería']",1
Samsung Galaxy A14 5g 4gb 128gb Black,Desconocida,Desconocido,5 de 5 estrellas.,hace 3 meses,Me gusta su diseño y su velocidad.,gustar diseño velocidad,NEU,"['gustar', 'diseño', 'velocidad']",0
Samsung Galaxy A14 5g 4gb 128gb Black,Desconocida,Desconocido,5 de 5 estrellas.,hace 3 meses,"Excelente, sellado y con garantía.",excelente sellado garantir,NEU,"['excelente', 'sellado', 'garantir']",0
Samsung Galaxy A14 5g 4gb 128gb Black,Desconocida,Desconocido,5 de 5 estrellas.,hace 4 meses,Buen celular a buen precio.,buen celular buen precio,POS,"['buen', 'celular', 'buen', 'precio']",2
Samsung Galaxy A14 5g 4gb 128gb Black,Desconocida,Desconocido,5 de 5 estrellas.,hace 4 meses,El producto llegó tal cual.,producto llegar tal,NEU,"['producto', 'llegar', 'tal']",0
Samsung Galaxy A14 5g 4gb 128gb Black,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,Justo el color que quería,justo color querer,NEU,"['justo', 'color', 'querer']",2
Samsung Galaxy A14 5g 4gb 128gb Black,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,Es igual  al de la foto,igual foto,NEU,"['igual', 'foto']",2
Samsung Galaxy A14 5g 4gb 128gb Black,Desconocida,Desconocido,5 de 5 estrellas.,hace 4 meses,Igual que la foto,igual foto,NEU,"['igual', 'foto']",2
Samsung Galaxy A14 5g 4gb 128gb Black,Desconocida,Desconocido,5 de 5 estrellas.,hace 3 meses,Buen producto.,buen producto,POS,"['buen', 'producto']",2
Samsung Galaxy A14 5g 4gb 128gb Black,Desconocida,Desconocido,4 de 5 estrellas.,hace 4 meses,Buena calidad,buen calidad,POS,"['buen', 'calidad']",2
Samsung Galaxy A14 5g 4gb 128gb Black,Desconocida,Desconocido,3 de 5 estrellas.,hace 4 meses,Memoria y bat,memorio bat,NEU,"['memorio', 'bat']",1
Samsung Galaxy A14 5g 4gb 128gb Black,Desconocida,Desconocido,5 de 5 estrellas.,hace 4 meses,Algo regular,regular,NEU,['regular'],2
Samsung Galaxy A14 5g 4gb 128gb Black,Desconocida,Desconocido,5 de 5 estrellas.,hace 4 meses,Buen celular,buen celular,POS,"['buen', 'celular']",2
Samsung Galaxy A14 5g 4gb 128gb Black,Desconocida,Desconocido,5 de 5 estrellas.,hace 15 días,Muy liviano,liviano,NEU,['liviano'],2
Samsung Galaxy A14 5g 4gb 128gb Black,Desconocida,Desconocido,5 de 5 estrellas.,hace 3 meses,Buen precio,buen precio,NEU,"['buen', 'precio']",2
Celular Motorola G54 256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un mes,"Me llegó el telefono dentro del tiempo estimado, incluso menos, el dispositivo es bonito, y fluido, por el momento estoy contento con la compra",llegar telefono dentro tiempo estimado incluso menos dispositivo bonito fluido momento contento compra,POS,"['llegar', 'telefono', 'dentro', 'tiempo', 'estimado', 'incluso', 'menos', 'dispositivo', 'bonito', 'fluido', 'momento', 'contento', 'compra']",0
Celular Motorola G54 256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,Tiene buena resolución la pantalla  el tamaño   muy bueno.,buen resolución pantalla tamaño bueno,POS,"['buen', 'resolución', 'pantalla', 'tamaño', 'bueno']",2
Celular Motorola G54 256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,Es de buena calidad igual al de la foto.,buen calidad igual foto,POS,"['buen', 'calidad', 'igual', 'foto']",2
Celular Motorola G54 256gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 6 meses,"El equipo está bien fluido, calidad de construcción es buena, cámara regular, sonido bueno, y NO es Dual Sim (es lo que más me molesta, porque en Internet busqué y decía que si era dual pero tienen que verificar bien en la caja. Hay 02 versiones, con dual sim y una sim).",equipo bien fluido calidad construcción buen cámara regular sonido bueno dual sim molesto internet busqué decir dual verificar bien cajar versión dual sim sim,NEU,"['equipo', 'bien', 'fluido', 'calidad', 'construcción', 'buen', 'cámara', 'regular', 'sonido', 'bueno', 'dual', 'sim', 'molesto', 'internet', 'busqué', 'decir', 'dual', 'verificar', 'bien', 'cajar', 'versión', 'dual', 'sim', 'sim']",1
Celular Motorola G54 256gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 6 meses,Un buen producto solo que le fallan algunas cosas como el volumen que no es muy definido y al manipular el nivel se vuelve muy alto o muy bajo,buen producto solo fallar cosa volumen definido manipular nivel vuelve alto bajo,NEU,"['buen', 'producto', 'solo', 'fallar', 'cosa', 'volumen', 'definido', 'manipular', 'nivel', 'vuelve', 'alto', 'bajo']",1
Celular Motorola G54 256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 4 meses,Lo compre como segundo celular. Como para trabajo y  me va super bien. Lei comentarios y vi videos que hablan mal. Pero para el precio y lo que ofrece me parece un buen celular. Lo recomiendo. Eso si comprarlo en buena oferta no con precio exagerado.,compre segundo celular trabajo super bien lei comentario video hablar mal precio ofrecer parecer buen celular recomeir comprar él buen oferta precio exagerado,NEU,"['compre', 'segundo', 'celular', 'trabajo', 'super', 'bien', 'lei', 'comentario', 'video', 'hablar', 'mal', 'precio', 'ofrecer', 'parecer', 'buen', 'celular', 'recomeir', 'comprar', 'buen', 'oferta', 'precio', 'exagerado']",1
Celular Motorola G54 256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,Es igual q la foto  y esta muy bonitoPero  este celular ha sido un regalo para mi esposo,igual foto bonitopero celular sedar regalo esposo,NEU,"['igual', 'foto', 'bonitopero', 'celular', 'sedar', 'regalo', 'esposo']",2
Celular Motorola G54 256gb,Desconocida,Desconocido,1 de 5 estrellas.,hace 4 meses,No es buen producto,buen producto,POS,"['buen', 'producto']",2
Celular Motorola G54 256gb,Desconocida,Desconocido,1 de 5 estrellas.,hace 14 días,Ha venido fallada la ranura de insertar el chip,venido fallado ranuro insertar chip,NEU,"['venido', 'fallado', 'ranuro', 'insertar', 'chip']",1
Celular Motorola G54 256gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 3 meses,Buena relación calidad/precio es fluido y a mi esposa le gustó mucho. Quizá su debilidad sea la cámara macro.,buen relación calidadprecio fluido esposa gustar quizá debilidad cámara macro,NEU,"['buen', 'relación', 'calidadprecio', 'fluido', 'esposa', 'gustar', 'quizá', 'debilidad', 'cámara', 'macro']",1
Celular Motorola G54 256gb,Desconocida,Desconocido,3 de 5 estrellas.,hace 3 meses,"A mí parecer los equipos Motorola son resistentes, pensé que al ser un modelo mejorado tendría más cambios... Tiene lo mismo que mi anterior Motorola E20.. ahhh este modelo no cuenta con galería, solo Google fotos!",parecer equipo motorolo resistente pensar ser modelo mejorado cambio mismo anterior motorola ahhh modelo contar galeer solo google foto,NEU,"['parecer', 'equipo', 'motorolo', 'resistente', 'pensar', 'ser', 'modelo', 'mejorado', 'cambio', 'mismo', 'anterior', 'motorola', 'ahhh', 'modelo', 'contar', 'galeer', 'solo', 'google', 'foto']",1
Celular Motorola G54 256gb,Desconocida,Desconocido,4 de 5 estrellas.,hace un mes,"diseño agradable, punto a favor que venga con case protector, y el cable de alimentación no sea tan corto, bonitos colores de pantalla, aceptable tasa de refresco de pantalla",diseño agradable punto favor venir case protector cable alimentación tanto corto bonito color pantalla aceptable tasa refresco pantalla,NEU,"['diseño', 'agradable', 'punto', 'favor', 'venir', 'case', 'protector', 'cable', 'alimentación', 'corto', 'bonito', 'color', 'pantalla', 'aceptable', 'tasa', 'refresco', 'pantalla']",1
Celular Motorola G54 256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un mes,"Muy bueno, elegante rápido y la pantalla perfecta.Un inconveniente es que justo está roto en la etiqueta de la caja donde va el número del IMEI. ...raro.",bueno elegante rápido pantalla perfectaun inconveniente justo roto etiqueto cajo número imei raro,NEG,"['bueno', 'elegante', 'rápido', 'pantalla', 'perfectaun', 'inconveniente', 'justo', 'roto', 'etiqueto', 'cajo', 'número', 'imei', 'raro']",0
Celular Motorola G54 256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 4 meses,"Tiene una muy buena pantalla, muy fluido por sus 120hz, una gran bateria y muy bueno para jugar sin problemas",buen pantalla fluido gran bateria bueno jugar problema,POS,"['buen', 'pantalla', 'fluido', 'gran', 'bateria', 'bueno', 'jugar', 'problema']",1
Celular Motorola G54 256gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 20 días,"Bonito modelo, buena capacidad de memoria...",bonito modelo buen capacidad memorio,POS,"['bonito', 'modelo', 'buen', 'capacidad', 'memorio']",1
Celular Motorola G54 256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 4 meses,Todo correcto con las especificaciones,correcto especificación,NEU,"['correcto', 'especificación']",2
Celular Motorola G54 256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,Para su costo es muy bueno y rápido,costo bueno rápido,NEU,"['costo', 'bueno', 'rápido']",0
Celular Motorola G54 256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 días,Very good,very good,POS,"['very', 'good']",1
Celular Motorola G54 256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,"Todo conforme...lo recibí antes de la fecha indicada, mi producto lo recibí en buenas condiciones y bien empaquetado.",conformelo recibí fecha indicado producto recibí buena condición bien empaquetado,POS,"['conformelo', 'recibí', 'fecha', 'indicado', 'producto', 'recibí', 'buena', 'condición', 'bien', 'empaquetado']",0
Celular Motorola G54 256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 24 días,Buena cámara día y nocheMuy facil de poder aprender a usarlo es un equipo amigableBateria excelente,buen cámara día nochemuy facil poder aprender usar él equipo amigablebaterio excelente,POS,"['buen', 'cámara', 'día', 'nochemuy', 'facil', 'poder', 'aprender', 'usar', 'equipo', 'amigablebaterio', 'excelente']",0
Celular Motorola G54 256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 4 meses,Producto de acuerdo con las características descritas en el anuncio. muy satisfecho,producto acuerdo característica descrito anuncio satisfecho,NEU,"['producto', 'acuerdo', 'característica', 'descrito', 'anuncio', 'satisfecho']",2
Celular Motorola G54 256gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 4 meses,buen producto,buen producto,POS,"['buen', 'producto']",2
Celular Motorola G54 256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un mes,"El teléfono es igual a la foto, el color también, en este caso es verde. Funciona muy bien, es lindo y de muy buena calidad. Estoy muy contenta con mi compra.",teléfono igual foto color caso verde funcionar bien lindo buen calidad contentar compro,POS,"['teléfono', 'igual', 'foto', 'color', 'caso', 'verde', 'funcionar', 'bien', 'lindo', 'buen', 'calidad', 'contentar', 'compro']",2
Celular Motorola G54 256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,"ES UN GRAN TELEFONO QUE TIENE UNA BUENA CAPACIDAD DE MEMORIA INTERNA Y MEMORIA RAM, CON UN PROCESADOR QUE ES MUY RAPIDO",gran telefono buen capacidad memorio interno memorio ram procesador rapido,NEU,"['gran', 'telefono', 'buen', 'capacidad', 'memorio', 'interno', 'memorio', 'ram', 'procesador', 'rapido']",1
Celular Motorola G54 256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un mes,"Lo compre por que no estaba muy caro, y cumple con lo necesario, es muy buen producto para ser gama baja.",compre caro cumplir necesario buen producto ser gama bajo,NEG,"['compre', 'caro', 'cumplir', 'necesario', 'buen', 'producto', 'ser', 'gama', 'bajo']",1
Celular Motorola G54 256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 15 días,El producto tiene muy buena velocidad los programas corren muy bien no se cuelga conectividad está bien.,producto buen velocidad programa correr bien cuelgo conectividad bien,POS,"['producto', 'buen', 'velocidad', 'programa', 'correr', 'bien', 'cuelgo', 'conectividad', 'bien']",0
Celular Motorola G54 256gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 20 días,"Para el precio esta todo ok, capacidad y procesador, no se puede pedir mucho para este precio.",precio capacidad procesador poder pedir precio,NEU,"['precio', 'capacidad', 'procesador', 'poder', 'pedir', 'precio']",1
Celular Motorola G54 256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 3 meses,Buena relación calidad/precio y las características suficientes para el uso de mi esposa.,buen relación calidadprecio característica suficiente uso espós,NEU,"['buen', 'relación', 'calidadprecio', 'característica', 'suficiente', 'uso', 'espós']",1
Celular Motorola G54 256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,Hasta el momento excelente rápido buena cámara no pesa mucho. Buena batería ????,momento excelente rápido buen cámara pesar buen batería,POS,"['momento', 'excelente', 'rápido', 'buen', 'cámara', 'pesar', 'buen', 'batería']",0
Celular Motorola G54 256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 días,Las características del producto corresponden a la descripción de la misma.,característica producto corresponder descripción mismo,NEU,"['característica', 'producto', 'corresponder', 'descripción', 'mismo']",2
Celular Motorola G54 256gb,Desconocida,Desconocido,4 de 5 estrellas.,hace un mes,"Es muy buena marca, rapido y tiene buena resistencia la bateria dura",buen marca rapido buen resistencia baterio duro,POS,"['buen', 'marca', 'rapido', 'buen', 'resistencia', 'baterio', 'duro']",1
Celular Motorola G54 256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 8 días,Hasta ahora funciona bien. El color verde muy bonito,ahora funcionar bien color verde bonito,POS,"['ahora', 'funcionar', 'bien', 'color', 'verde', 'bonito']",0
Celular Motorola G54 256gb,Desconocida,Desconocido,4 de 5 estrellas.,hace un mes,"Lo recomiendo, es super rapido y la carga de la batería también.",recomeir super rapido carga baterío,NEG,"['recomeir', 'super', 'rapido', 'carga', 'baterío']",1
Celular Motorola G54 256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 21 días,"Buena calidad, cumple con las espectativas y todo llego correcto",buen calidad cumplir espectativas llego correcto,POS,"['buen', 'calidad', 'cumplir', 'espectativas', 'llego', 'correcto']",0
Celular Motorola G54 256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 4 meses,"Muy buen equipo para ser gama media, la velocidad me sorprende",buen equipo ser gama medio velocidad sorprender,POS,"['buen', 'equipo', 'ser', 'gama', 'medio', 'velocidad', 'sorprender']",1
Celular Motorola G54 256gb,Desconocida,Desconocido,4 de 5 estrellas.,hace un mes,Recién lo voy a configurar pero se que es muy potente,recién ir configurar potente,NEU,"['recién', 'ir', 'configurar', 'potente']",1
Celular Motorola G54 256gb,Desconocida,Desconocido,4 de 5 estrellas.,hace un mes,Muy buen producto siempre eh comprado el Motorola ??,buen producto siempre comprado motorola,POS,"['buen', 'producto', 'siempre', 'comprado', 'motorola']",1
Celular Motorola G54 256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un mes,"Producto nuevo y sellado, equipo tal cual la aimagen",producto nuevo sellado equipo tal aimagir,NEU,"['producto', 'nuevo', 'sellado', 'equipo', 'tal', 'aimagir']",0
Celular Motorola G54 256gb,Desconocida,Desconocido,2 de 5 estrellas.,hace 2 meses,"Sellado, impecable, los accesorios completos.",sellado impecable accesorio completo,POS,"['sellado', 'impecable', 'accesorio', 'completo']",0
Celular Motorola G54 256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 3 meses,Un celular económico con amplio espacio,celular económico amplio espacio,NEU,"['celular', 'económico', 'amplio', 'espacio']",1
Celular Motorola G54 256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 16 días,"Ligero, lindo color y buenas funciones",ligero lindo color buena función,POS,"['ligero', 'lindo', 'color', 'buena', 'función']",2
Celular Motorola G54 256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 19 días,Celular de gama media aún no lo reviso,celular gamar medio aún reviso,NEU,"['celular', 'gamar', 'medio', 'aún', 'reviso']",1
Celular Motorola G54 256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un mes,Genial. Económico pero rinde perfecto.,genial económico rendir perfecto,POS,"['genial', 'económico', 'rendir', 'perfecto']",1
Celular Motorola G54 256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,Todo corresponde a lo que describen,corresponder describir,NEU,"['corresponder', 'describir']",2
Celular Motorola G54 256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un mes,Funciona super bien para el precio.,funcionar super bien precio,POS,"['funcionar', 'super', 'bien', 'precio']",0
Celular Motorola G54 256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 4 meses,Cumplió con lo esperado y más,cumplir esperado,NEU,"['cumplir', 'esperado']",0
Celular Motorola G54 256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 meses,Buen desempeño para uso medio,buen desempeño uso medio,POS,"['buen', 'desempeño', 'uso', 'medio']",1
Celular Motorola G54 256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,Todo muy bien igual a la foto,bien igual foto,POS,"['bien', 'igual', 'foto']",2
Celular Motorola G54 256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 meses,Buena calidad y a buen precio,buen calidad buen precio,POS,"['buen', 'calidad', 'buen', 'precio']",2
Celular Motorola G54 256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 meses,"Rápido, buen almacenamiento.",rápido buen almacenamiento,POS,"['rápido', 'buen', 'almacenamiento']",2
Celular Motorola G54 256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 meses,"Bueno, bonito y en oferta",bueno bonito oferta,POS,"['bueno', 'bonito', 'oferta']",2
Celular Motorola G54 256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 4 meses,Para el precio muy bueno,precio bueno,NEU,"['precio', 'bueno']",0
Celular Motorola G54 256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,Es de muy buena calidad,buen calidad,POS,"['buen', 'calidad']",2
Celular Motorola G54 256gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 6 meses,Si es de buena calidad,buen calidad,POS,"['buen', 'calidad']",2
Celular Motorola G54 256gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 2 meses,Se ve de buena calidad,buen calidad,POS,"['buen', 'calidad']",2
Celular Motorola G54 256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,Todo bien y correcto.,bien correcto,POS,"['bien', 'correcto']",0
Celular Motorola G54 256gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 6 meses,Es de buena Calidad,buen calidad,POS,"['buen', 'calidad']",2
Celular Motorola G54 256gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 5 meses,Igual al de la foto,igual foto,NEU,"['igual', 'foto']",2
Celular Motorola G54 256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,Está .muy bueno,bueno,NEU,['bueno'],0
Celular Motorola G54 256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 12 días,Todo perfecto,perfecto,NEU,['perfecto'],2
Celular Motorola G54 256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un mes,Buen producto,buen producto,POS,"['buen', 'producto']",2
Celular Motorola G54 256gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 5 meses,Se ve bonito,bonito,NEU,['bonito'],2
Celular Motorola G54 256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 meses,Exelente!!!,exelente,POS,['exelente'],1
Celular Motorola G54 256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un mes,Me encantó,encantar,NEU,['encantar'],2
Celular Motorola G54 256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,Excelente,excelente,NEU,['excelente'],0
Celular Motorola G54 256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,Muy útil,útil,NEU,['útil'],1
Celular Motorola G54 256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 15 días,Exelente,exelente,POS,['exelente'],1
Celular Xiaomi Redmi Note 13 8GB 256GB,Desconocida,Desconocido,5 de 5 estrellas.,hace un día,Bueno,bueno,NEU,['bueno'],0
Celular Xiaomi Redmi Note 13 8GB 256GB,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 meses,"Buen equipo, es rápido, la carga es muy rápida. Es una excelente compra y a un precio razonable",buen equipo rápido carga rápido excelente compra precio razonable,POS,"['buen', 'equipo', 'rápido', 'carga', 'rápido', 'excelente', 'compra', 'precio', 'razonable']",0
Celular Xiaomi Redmi Note 13 8GB 256GB,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 meses,Excelente,excelente,NEU,['excelente'],0
Celular Xiaomi Redmi Note 13 8GB 256GB,Desconocida,Desconocido,5 de 5 estrellas.,hace 9 días,"Bonito diseño,hace tomas preciosas muy buena cámara, de gran capacidad de almacenamiento y muy cómodo en precio para todo lo que ofrece,excelente producto.",bonito diseñohacir toma precioso buen cámara gran capacidad almacenamiento cómodo precio ofreceexcelente producto,POS,"['bonito', 'diseñohacir', 'toma', 'precioso', 'buen', 'cámara', 'gran', 'capacidad', 'almacenamiento', 'cómodo', 'precio', 'ofreceexcelente', 'producto']",1
Celular Xiaomi Redmi Note 13 8GB 256GB,Desconocida,Desconocido,5 de 5 estrellas.,hace 19 días,"Buen dispositivo, presenta buenas prestaciones es como tener un Xiaomi readmi note 12s con más punche",buen dispositivo presentar buena prestación tener xiaomi readmi note punche,POS,"['buen', 'dispositivo', 'presentar', 'buena', 'prestación', 'tener', 'xiaomi', 'readmi', 'note', 'punche']",1
Celular Xiaomi Redmi Note 13 8GB 256GB,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 meses,Me gusta su cámara la batería dura bastante el menú es muy amigable casi no pesa,gustar cámara batería duro bastante menú amigable casi pesar,POS,"['gustar', 'cámara', 'batería', 'duro', 'bastante', 'menú', 'amigable', 'casi', 'pesar']",1
Celular Xiaomi Redmi Note 13 8GB 256GB,Desconocida,Desconocido,5 de 5 estrellas.,hace un mes,"Super rápido y su cámara es buenísima, muy feliz de haberlo adquirido.",super rápido cámar buenísima feliz haber él adquirir,POS,"['super', 'rápido', 'cámar', 'buenísima', 'feliz', 'haber', 'adquirir']",1
Celular Xiaomi Redmi Note 13 8GB 256GB,Desconocida,Desconocido,5 de 5 estrellas.,hace 12 días,"Me ha gustado, cumple con lo señalado, lo recomiendo, el mejor ????",gustado cumplir señalado recomeir mejor,POS,"['gustado', 'cumplir', 'señalado', 'recomeir', 'mejor']",0
Celular Xiaomi Redmi Note 13 8GB 256GB,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 meses,"no es lento y no calienta, tiene buen diseño",lento calienta buen diseño,POS,"['lento', 'calienta', 'buen', 'diseño']",1
Celular Xiaomi Redmi Note 13 8GB 256GB,Desconocida,Desconocido,5 de 5 estrellas.,hace un mes,Podructo de calidad,podructo calidad,NEU,"['podructo', 'calidad']",2
Celular Xiaomi Redmi Note 13 8GB 256GB,Desconocida,Desconocido,4 de 5 estrellas.,hace 22 días,Buena calidad,buen calidad,POS,"['buen', 'calidad']",2
HONOR Magic 5 Lite 8+256,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,"Necesitaba una buena cámara por mi negocio así que opté por este Cel con un poquito de duda. Ahora estoy maravillada con las fotos que toma, la calidad del celular, el tamaño perfecto y sin duda volvería a adquirirlo. Estoy Feliz!",necesitar buen cámara negocio así optar cel poquito dudar ahora maravillado foto tomar calidad celular tamaño perfecto duda volver adquirir él feliz,POS,"['necesitar', 'buen', 'cámara', 'negocio', 'así', 'optar', 'cel', 'poquito', 'dudar', 'ahora', 'maravillado', 'foto', 'tomar', 'calidad', 'celular', 'tamaño', 'perfecto', 'duda', 'volver', 'adquirir', 'feliz']",1
HONOR Magic 5 Lite 8+256,Desconocida,Desconocido,4 de 5 estrellas.,hace 5 meses,"Por ahora el producto es como pensaba, con las características que decía tener ,con el color que pedí y el tamaño que quería ... hasta ahora un buen producto",ahora producto pensar característica decir tener color pedir tamaño querer ahora buen producto,NEU,"['ahora', 'producto', 'pensar', 'característica', 'decir', 'tener', 'color', 'pedir', 'tamaño', 'querer', 'ahora', 'buen', 'producto']",2
HONOR Magic 5 Lite 8+256,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,"Me gustó mucho, con todas las características que estaban en la foto, cumplieron con el plazo, etc., en líneas generales todo excelente.",gustar todo característica foto cumplir plazo etc líneas general excelente,POS,"['gustar', 'característica', 'foto', 'cumplir', 'plazo', 'etc', 'líneas', 'general', 'excelente']",0
